1 Author,median
rené lalique,2.6903276975074704
renée gagnon,1.6275645851307874
ribeiro farinha,0.9241962407465937
ricardo cruzfilipe,2.6935580269551123
ricardo paula,2.68259120580551
ricardo wolfson,2.68259120580551
richard sapper,2.709731991389688
rico sequeira,2.9325729974333004
roberto,0.0
roberto araújo,2.68259120580551
roberto chichorro,4.961552911971401
robyn denny,2.71630613829008
rocha pinto,3.63000678047029
rodrigo ferreira,2.990709424483951
rogério amaral,2.8856971321573104
rogério de freitas,2.709731991389688
rogério ribeiro,2.9977891742902356
rolando sá nogueira,2.689064352972592
romy castro,2.709731991389688
rosa carvalho,2.6890518647007946
rosario mineo,2.761501171302754
rueffa,2.71630613829008
rui aguiar,2.7026790014954374
rui azevedo,1.603988533965373
rui costa,2.7130190648398838
rui coutinho,2.6890518647007946
rui cunha,2.6890518647007946
rui de azevedo,2.4839602567425496
rui paes,0.0
rui palma carlos,3.34140066637981
rui pimentel,2.68259120580551
ruy lupi manso,2.709731991389688
sacha ketoff,2.709731991389688
saldanha da gama,3.304354131036787
salvador dalí,5.9015835534769305
salvador roquette,2.6980641892094304
sandra guedes,2.0568474770564906
sara maia,2.6858215352531523
saulo silveira,5.629401290884799
saúl roque gameiro,2.227308819798065
sebastião resende,2.709731991389688
segismundo,2.699391928045241
seixas peixoto,2.6935580269551123
shikhani,4.378640767601051
silva palmeira,3.31620610219268
silvestre raposo,2.6980641892094304
simões de almeida júnior,2.6980641892094304
siza vieira,2.0764867628767574
soares branco,2.709731991389688
sobral centeno,4.180114638105887
sofia areal,2.68259120580551
sofia lucas,2.699391928045241
sonia delaunay,2.7026790014954374
stefano giovannoni,2.71630613829008
stela barreto,1.1968729356955115
stella de brito,0.861000317737552
stuart carvalhais,3.137951736510435
sérgio pinheiro,2.696161598597599
sérgio pinhão,2.6890518647007946
sérgio pombo,2.6890518647007946
sérgio telles,2.1323098850720488
teresa almeida,3.041958233781239
teresa almeida e silva,2.6980641892094304
teresa furtado,2.68259120580551
teresa garrett,0.0
teresa grancha,2.68259120580551
teresa segurado pavão,2.6890518647007946
teresa vidigal,2.696161598597599
tereza trigalhos,2.6980641892094304
théo tobiasse,2.6980641892094304
tiago cabeças,0.45037495967481556
tomthomaz de mello,3.5346232253980325
tossan,2.71630613829008
urbano,2.6890518647007946
uzúmé,2.709731991389688
vasco costa,2.709731991389688
vasco cunha monteiro,4.59156285448134
vasco monteiro,2.699391928045241
vasco torres,2.6980641892094304
velhô,3.056506125818643
vera velez,2.709731991389688
vespeira,2.1312903402663537
victor belém,2.71630613829008
victor câmara,2.6890518647007946
victor lajes,2.6890518647007946
victor vasarely,2.68259120580551
victòria tubau,2.709731991389688
viegas,1.2762137988296984
vitor costa,2.68259120580551
vitor fortes,1.4026524357349937
vitor pomar,2.699391928045241
waldomiro sant'anna,2.6890518647007946
zeca risques pereira,2.707185163749755
zulmiro de carvalho,2.71630613829008
álvaro cunhal,2.699391928045241
álvaro lapa,5.121048497466262
álvaro passos,2.7130190648398838
álvaro perdigão,2.7130190648398838
ângelo de sousa,5.324584957368699
óscar pinto lobo,0.7727606133395792
örni halloween,2.68259120580551
