,URL,Auction Number
170,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-223,223
225,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-222,222
455,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-221,221
334,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-220,220
472,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-219,219
11,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-218,218
419,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-217,217
1,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-216,216
433,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-215,215
466,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-214,214
92,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-213,213
510,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-212,212
467,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-211,211
289,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-210,210
235,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-209,209
415,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-208,208
29,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-207,207
69,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-206,206
214,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-205,205
244,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-204,204
483,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-203,203
253,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-202,202
49,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-201,201
180,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-200,200
179,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-199,199
327,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-198,198
307,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-197,197
322,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-195,195
498,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-194,194
7,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-193,193
18,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-192,192
332,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-191,191
379,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-190,190
441,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-189,189
239,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-188,188
570,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-187,187
516,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-186,186
403,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-185,185
263,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-184,184
78,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-181,181
421,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-179,179
348,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-172,172
177,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-171,171
108,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-170,170
488,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-169,169
362,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-168,168
408,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-166,166
227,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-165,165
542,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-164,164
371,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-163,163
354,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-162,162
168,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-161,161
70,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-160,160
312,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-159,159
101,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-158,158
374,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-156,156
269,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-155,155
373,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-154,154
438,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-153,153
275,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-152,152
428,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-151,151
533,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-150,150
38,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-149,149
23,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-148,148
120,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-147,147
548,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-146,146
268,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-145,145
12,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-144,144
544,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-143,143
450,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-142,142
117,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-141,141
107,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-140,140
461,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-139,139
33,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-138,138
531,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-137,137
469,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-136,136
385,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-135,135
24,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-134,134
573,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-133,133
503,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-132,132
149,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-131,131
495,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-130,130
358,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-129,129
429,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-128,128
213,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-127,127
464,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-126,126
546,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-125,125
473,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-124,124
426,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-123,123
451,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-122,122
413,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-121,121
454,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-120,120
19,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-119,119
507,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-118,118
414,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-117,117
477,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-116,116
157,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-115,115
346,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-114,114
270,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-113,113
56,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-112,112
499,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-111,111
99,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-110,110
113,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-109,109
206,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-108,108
153,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-107,107
155,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-106,106
217,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-105,105
94,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-104,104
359,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-103,103
272,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-102,102
550,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-101,101
98,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-100,100
281,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-99,99
222,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-98,98
290,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-97,97
446,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-96,96
372,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-95,95
8,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-94,94
274,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-93,93
399,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-92,92
460,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-91,91
210,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-90,90
366,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-89,89
256,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-88,88
43,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-87,87
89,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-86,86
487,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-85,85
102,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-84,84
383,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-83,83
537,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-82,82
163,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-81,81
292,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-80,80
525,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-79,79
54,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-78,78
323,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-77,77
357,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-76,76
138,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-75,75
86,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-74,74
448,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-73,73
26,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-72,72
83,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-71,71
463,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-70,70
349,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-69,69
10,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-68,68
457,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-67,67
436,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-66,66
545,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-65,65
476,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-64,64
109,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-63,63
248,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-62,62
4,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-61,61
193,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-60,60
558,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-59,59
88,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-58,58
564,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-57,57
369,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-56,56
382,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-55,55
345,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-54,54
255,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-53,53
150,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-52,52
48,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-51,51
183,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-50,50
84,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-49,49
30,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-48,48
400,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-47,47
470,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-46,46
0,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-45,45
71,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-44,44
129,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-43,43
427,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-42,42
156,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-41,41
164,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-40,40
65,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-39,39
96,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-38,38
273,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-37,37
59,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-35,35
440,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-34,34
143,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-33,33
76,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-32,32
240,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-31,31
241,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-30,30
505,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-28,28
91,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-27,27
364,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-26,26
353,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-25,25
393,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-23,23
197,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-22,22
520,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-21,21
5,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-20,20
114,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-19,19
146,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-18,18
80,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-17,17
456,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-16,16
79,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-15,15
308,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-14,14
249,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-13,13
152,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-12,12
229,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-11,11
491,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-10,10
3,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-9,9
555,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-8,8
360,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-7,7
458,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-6,6
562,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-5,5
304,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-4,4
42,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-3,3
509,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-2,2
