,URL,Auction Number
187,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-421,421
313,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-420,420
385,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-419,419
246,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-418,418
188,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-417,417
482,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-416,416
32,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-415,415
277,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-414,414
327,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-413,413
560,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-412,412
342,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-411,411
119,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-410,410
149,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-409,409
97,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-408,408
195,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-407,407
90,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-406,406
116,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-405,405
50,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-404,404
203,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-403,403
567,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-402,402
121,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-401,401
1,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-400,400
386,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-399,399
378,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-398,398
307,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-397,397
220,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-396,396
318,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-395,395
257,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-394,394
336,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-393,393
402,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-392,392
321,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-391,391
47,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-390,390
441,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-389,389
117,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-388,388
284,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-387,387
249,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-386,386
109,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-385,385
570,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-384,384
118,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-383,383
383,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-382,382
93,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-381,381
199,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-380,380
557,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-379,379
522,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-378,378
520,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-377,377
136,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-376,376
240,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-375,375
353,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-374,374
554,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-373,373
533,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-372,372
23,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-371,371
52,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-370,370
48,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-369,369
193,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-368,368
88,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-367,367
39,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-366,366
452,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-365,365
281,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-364,364
308,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-363,363
16,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-362,362
290,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-361,361
568,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-360,360
312,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-359,359
102,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-358,358
354,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-357,357
438,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-356,356
565,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-355,355
550,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-354,354
416,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-353,353
450,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-352,352
186,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-351,351
155,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-350,350
432,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-349,349
561,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-348,348
503,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-347,347
243,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-346,346
162,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-345,345
530,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-344,344
366,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-343,343
2,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-342,342
279,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-341,341
310,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-340,340
85,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-339,339
248,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-338,338
185,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-337,337
445,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-336,336
166,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-335,335
251,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-334,334
361,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-333,333
392,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-332,332
151,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-331,331
291,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-330,330
211,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-329,329
22,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-328,328
200,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-327,327
288,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-326,326
53,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-325,325
